,Corriente inicial (A),Corriente final (A),Valor del registro (decimal)
6211,1.8613372819881701e-06,2.4613372819881703e-06,6
6212,1.3798304280429346e-06,2.0798304280429346e-06,7
6213,1.688777017588866e-06,2.388777017588866e-06,7
6214,2.3824527183969216e-06,2.4824527183969215e-06,1
6215,3.1966920273661057e-06,2.4966920273661056e-06,14
6216,3.8115827270454312e-06,3.0115827270454313e-06,15
6217,3.5698770831371163e-06,2.7698770831371163e-06,15
6218,1.9071392900882006e-06,2.507139290088201e-06,6
6219,2.15363595642315e-06,2.4536359564231502e-06,3
6220,3.5706293336018167e-06,2.7706293336018167e-06,15
6221,1.5255427433939093e-06,2.225542743393909e-06,7
6222,4.566945835649297e-06,3.766945835649297e-06,15
6223,4.706631149121454e-06,3.906631149121454e-06,15
6224,3.328582335815353e-06,2.528582335815353e-06,15
6225,4.955356931071064e-06,4.155356931071064e-06,15
6226,2.953246412199297e-06,2.453246412199297e-06,12
6227,4.7091527081374825e-06,3.9091527081374825e-06,15
6228,1.7562561058013575e-06,2.4562561058013575e-06,7
6229,3.2090374409078054e-06,2.5090374409078053e-06,14
6230,2.004762026274939e-06,2.5047620262749387e-06,5
6231,2.7268712637210463e-06,2.526871263721046e-06,9
6232,1.4671375801514688e-06,2.167137580151469e-06,7
6233,4.468992556922773e-06,3.6689925569227734e-06,15
6234,2.6436500512664105e-06,2.5436500512664106e-06,8
6235,4.200679449881713e-06,3.400679449881713e-06,15
6236,4.43409590335003e-06,3.63409590335003e-06,15
6237,1.4323437748338872e-06,2.132343774833887e-06,7
6238,2.6710034466990715e-06,2.4710034466990713e-06,9
6239,4.351146383979447e-06,3.551146383979447e-06,15
6240,4.196037422157743e-06,3.3960374221577427e-06,15
6241,3.2466826997854153e-06,2.5466826997854153e-06,14
6242,1.1118680148056117e-06,1.8118680148056115e-06,7
6243,1.2019923860885137e-06,1.9019923860885135e-06,7
6244,4.28054590409872e-06,3.4805459040987205e-06,15
6245,2.0006334229318483e-06,2.500633422931848e-06,5
6246,3.7341528823765313e-06,2.9341528823765313e-06,15
6247,3.390365540721128e-06,2.590365540721128e-06,15
6248,3.1544100801905748e-06,2.4544100801905747e-06,14
6249,2.143482498072716e-06,2.5434824980727158e-06,4
6250,2.7087090525241726e-06,2.5087090525241724e-06,9
6251,4.049814358914851e-06,3.249814358914851e-06,15
6252,2.6389151633827686e-06,2.5389151633827687e-06,8
6253,2.5485189058105933e-06,2.5485189058105933e-06,0
6254,4.28797413691827e-06,3.4879741369182698e-06,15
6255,1.3565750728449544e-06,2.0565750728449545e-06,7
6256,1.8843055863948855e-06,2.4843055863948857e-06,6
6257,1.9725603351473056e-06,2.4725603351473054e-06,5
6258,1.0514117546670989e-06,1.751411754667099e-06,7
6259,1.3807742852602494e-06,2.0807742852602494e-06,7
6260,2.049220236260305e-06,2.549220236260305e-06,5
6261,3.850891936644438e-06,3.050891936644438e-06,15
6262,4.705077411193708e-06,3.905077411193708e-06,15
6263,2.3654585904478208e-06,2.4654585904478207e-06,1
6264,3.227710110281049e-06,2.527710110281049e-06,14
6265,2.202275510035265e-06,2.502275510035265e-06,3
6266,1.0412596286950788e-06,1.7412596286950789e-06,7
6267,1.980607147959516e-06,2.4806071479595157e-06,5
6268,3.466241958295784e-06,2.666241958295784e-06,15
6269,2.6332221338102444e-06,2.5332221338102445e-06,8
6270,3.1811506825977187e-06,2.4811506825977186e-06,14
6271,3.4415449492391702e-06,2.6415449492391703e-06,15
6272,2.2524095189865747e-06,2.4524095189865745e-06,2
6273,4.612439404139367e-06,3.812439404139367e-06,15
6274,1.8122500826497645e-06,2.5122500826497645e-06,7
6275,3.599005735719779e-06,2.799005735719779e-06,15
6276,3.6133649210185857e-06,2.8133649210185858e-06,15
6277,1.3633460816255935e-06,2.0633460816255935e-06,7
6278,3.44639010815011e-06,2.6463901081501102e-06,15
6279,2.5343416432210083e-06,2.5343416432210083e-06,0
6280,2.0574561095823747e-06,2.4574561095823746e-06,4
6281,1.186874156668539e-06,1.886874156668539e-06,7
6282,1.9731053669425943e-06,2.4731053669425942e-06,5
6283,3.2006698304241837e-06,2.5006698304241836e-06,14
6284,1.0371183813059441e-06,1.737118381305944e-06,7
6285,2.2402906350491944e-06,2.5402906350491945e-06,3
6286,3.5067704055933162e-06,2.7067704055933163e-06,15
6287,1.06809975784204e-06,1.76809975784204e-06,7
6288,3.475259270257202e-06,2.675259270257202e-06,15
6289,3.654626971897939e-06,2.854626971897939e-06,15
6290,1.9561412208714472e-06,2.456141220871447e-06,5
6291,2.250146410932107e-06,2.4501464109321073e-06,2
6292,2.7489813856946335e-06,2.5489813856946333e-06,9
6293,1.0998310709610538e-06,1.7998310709610537e-06,7
6294,4.888234493401204e-06,4.088234493401204e-06,15
6295,2.7893311619457152e-06,2.489331161945715e-06,10
6296,3.8287465826852675e-06,3.0287465826852675e-06,15
6297,4.463912802833959e-06,3.6639128028339592e-06,15
6298,3.9857329575859315e-06,3.1857329575859315e-06,15
6299,3.464995604337782e-06,2.664995604337782e-06,15
6300,3.882625595259292e-06,3.0826255952592917e-06,15
6301,4.0182168134053195e-06,3.2182168134053195e-06,15
6302,1.5356125729773393e-06,2.2356125729773393e-06,7
6303,2.7349420756511885e-06,2.5349420756511883e-06,9
6304,3.688273579610394e-06,2.888273579610394e-06,15
6305,4.214582817842903e-06,3.414582817842903e-06,15
6306,1.2238221984241595e-06,1.9238221984241593e-06,7
6307,1.2654874830158493e-06,1.9654874830158493e-06,7
6308,1.1741814267260575e-06,1.8741814267260575e-06,7
6309,2.1058888340131523e-06,2.5058888340131523e-06,4
6310,4.0006166432320995e-06,3.2006166432320995e-06,15
6311,2.68598020758164e-06,2.48598020758164e-06,9
6312,1.854597679232863e-06,2.454597679232863e-06,6
6313,2.7930539502164555e-06,2.4930539502164554e-06,10
6314,2.618451229586364e-06,2.518451229586364e-06,8
6315,2.793843370515644e-06,2.4938433705156437e-06,10
6316,1.1704329685325874e-06,1.8704329685325873e-06,7
6317,4.058522942108869e-06,3.258522942108869e-06,15
6318,4.806496709588804e-06,4.006496709588804e-06,15
6319,2.880181173033281e-06,2.480181173033281e-06,11
6320,4.448665798611878e-06,3.648665798611878e-06,15
6321,3.545439424242125e-06,2.745439424242125e-06,15
6322,2.6117960618178515e-06,2.5117960618178516e-06,8
6323,2.1353221888945444e-06,2.5353221888945444e-06,4
6324,3.342602886620631e-06,2.542602886620631e-06,15
6325,1.5400944603764662e-06,2.240094460376466e-06,7
6326,2.847091920027701e-06,2.547091920027701e-06,10
6327,4.1769064935871365e-06,3.3769064935871365e-06,15
6328,2.314648377371866e-06,2.514648377371866e-06,2
6329,3.389186027096587e-06,2.589186027096587e-06,15
6330,1.0464877287343386e-06,1.7464877287343387e-06,7
6331,1.0153495251123473e-06,1.7153495251123474e-06,7
6332,1.8773506329199977e-06,2.477350632919998e-06,6
6333,4.564493281075845e-06,3.764493281075845e-06,15
6334,2.019385489704266e-06,2.5193854897042657e-06,5
6335,2.9708942797163103e-06,2.4708942797163104e-06,12
6336,3.4275592694662133e-06,2.6275592694662133e-06,15
6337,2.35631119382414e-06,2.4563111938241397e-06,1
6338,2.8004512319384146e-06,2.5004512319384145e-06,10
6339,4.567887555455473e-06,3.767887555455473e-06,15
6340,2.096207866452119e-06,2.496207866452119e-06,4
6341,4.307283360252745e-06,3.5072833602527454e-06,15
6342,2.873053602805313e-06,2.473053602805313e-06,11
6343,4.810694679126512e-06,4.010694679126512e-06,15
6344,1.897029998437066e-06,2.497029998437066e-06,6
6345,2.82859800912714e-06,2.5285980091271398e-06,10
6346,1.7557182345298647e-06,2.4557182345298648e-06,7
6347,3.5340855629145217e-06,2.7340855629145217e-06,15
6348,1.2630169898041372e-06,1.9630169898041373e-06,7
6349,1.803150440431834e-06,2.503150440431834e-06,7
6350,2.741127754407682e-06,2.541127754407682e-06,9
6351,4.629248261861456e-06,3.829248261861456e-06,15
6352,2.7685226240942584e-06,2.4685226240942583e-06,10
6353,3.762964596135008e-06,2.962964596135008e-06,15
6354,4.135553128534571e-06,3.335553128534571e-06,15
6355,2.341268775042812e-06,2.541268775042812e-06,2
6356,2.5969416544765714e-06,2.4969416544765715e-06,8
6357,1.3334058662333757e-06,2.0334058662333756e-06,7
6358,4.938206489224353e-06,4.138206489224353e-06,15
6359,4.2442663575372535e-06,3.4442663575372536e-06,15
6360,1.6677439232010523e-06,2.367743923201052e-06,7
6361,4.464645825539233e-06,3.664645825539233e-06,15
6362,4.8095700974882035e-06,4.0095700974882035e-06,15
6363,4.521861709208355e-06,3.7218617092083547e-06,15
6364,1.5587649691991943e-06,2.2587649691991944e-06,7
6365,3.90984362661729e-06,3.1098436266172904e-06,15
6366,3.96462850723925e-06,3.16462850723925e-06,15
6367,2.572727254066793e-06,2.4727272540667932e-06,8
6368,4.757110855706989e-06,3.957110855706989e-06,15
6369,4.221455994439054e-06,3.421455994439054e-06,15
6370,1.9325861758340952e-06,2.532586175834095e-06,6
6371,4.766937176867949e-06,3.966937176867949e-06,15
6372,4.455932395008862e-06,3.6559323950088624e-06,15
6373,3.1298540612316334e-06,2.5298540612316333e-06,13
6374,3.1079207911821943e-06,2.507920791182194e-06,13
6375,3.2025827148147113e-06,2.502582714814711e-06,14
6376,3.5191068021715096e-06,2.7191068021715096e-06,15
6377,2.694435205752614e-06,2.494435205752614e-06,9
6378,2.6878479321364686e-06,2.487847932136469e-06,9
6379,1.1138035106325118e-06,1.8138035106325118e-06,7
6380,4.511689696602153e-06,3.7116896966021526e-06,15
6381,3.4287504159008724e-06,2.6287504159008724e-06,15
6382,3.7611807501356603e-06,2.9611807501356603e-06,15
6383,4.4273832253734126e-06,3.6273832253734126e-06,15
6384,4.987350286517793e-06,4.187350286517793e-06,15
6385,4.2137002451775355e-06,3.4137002451775355e-06,15
6386,1.8894732488628083e-06,2.489473248862808e-06,6
6387,2.4399606524244604e-06,2.5399606524244603e-06,1
6388,4.207866100141934e-06,3.407866100141934e-06,15
6389,2.821088439151973e-06,2.521088439151973e-06,10
6390,1.097815714739772e-06,1.797815714739772e-06,7
6391,3.0543843364465167e-06,2.4543843364465165e-06,13
6392,1.8851430388374598e-06,2.4851430388374596e-06,6
6393,4.906964173907291e-06,4.106964173907291e-06,15
6394,1.2512725401757199e-06,1.9512725401757197e-06,7
6395,4.442072200814316e-06,3.6420722008143157e-06,15
6396,1.7012981842519994e-06,2.4012981842519995e-06,7
6397,1.8973393693468863e-06,2.497339369346886e-06,6
6398,3.693971478623096e-06,2.893971478623096e-06,15
6399,4.401765214126283e-06,3.6017652141262827e-06,15
6400,1.83807474653575e-06,2.53807474653575e-06,7
6401,1.5374920862644674e-06,2.2374920862644675e-06,7
6402,2.6672410549949153e-06,2.4672410549949155e-06,9
6403,4.82066852530407e-06,4.02066852530407e-06,15
6404,3.977963256965566e-06,3.1779632569655663e-06,15
6405,2.496338950767031e-06,2.496338950767031e-06,0
6406,3.7732545816063505e-06,2.9732545816063505e-06,15
6407,3.979087762421593e-06,3.179087762421593e-06,15
6408,2.9708203218713165e-06,2.4708203218713166e-06,12
6409,1.8876228515400313e-06,2.4876228515400315e-06,6
6410,3.4919912601734324e-06,2.6919912601734324e-06,15
6411,2.8420962209757147e-06,2.5420962209757146e-06,10
6412,3.827295964149499e-06,3.0272959641494988e-06,15
6413,2.3805175126707056e-06,2.4805175126707055e-06,1
6414,2.575838157756033e-06,2.475838157756033e-06,8
6415,2.8914997937481746e-06,2.4914997937481747e-06,11
6416,1.926913703301316e-06,2.5269137033013156e-06,6
6417,3.3844241263373595e-06,2.5844241263373595e-06,15
6418,4.944080183755326e-06,4.144080183755326e-06,15
6419,4.705599120910303e-06,3.905599120910303e-06,15
6420,2.3362798727657515e-06,2.5362798727657513e-06,2
6421,4.594870179545639e-06,3.7948701795456394e-06,15
6422,2.9614224840239837e-06,2.461422484023984e-06,12
6423,2.579795726355503e-06,2.479795726355503e-06,8
6424,4.595386758607778e-06,3.795386758607778e-06,15
6425,3.6582615638081116e-06,2.8582615638081116e-06,15
6426,4.160040728613244e-06,3.3600407286132438e-06,15
6427,1.9095103435119218e-06,2.5095103435119215e-06,6
6428,3.114408883671739e-06,2.514408883671739e-06,13
6429,1.397970988711438e-06,2.097970988711438e-06,7
6430,2.3245246904492433e-06,2.524524690449243e-06,2
6431,4.255957798224328e-06,3.4559577982243282e-06,15
6432,2.540854712603543e-06,2.540854712603543e-06,0
6433,1.5171321367390891e-06,2.217132136739089e-06,7
6434,2.638230118981692e-06,2.538230118981692e-06,8
6435,4.832241018803033e-06,4.0322410188030334e-06,15
6436,2.7559631595577926e-06,2.4559631595577925e-06,10
6437,3.7623519797859595e-06,2.9623519797859595e-06,15
6438,3.834320860006215e-06,3.0343208600062153e-06,15
6439,3.614101673779225e-06,2.814101673779225e-06,15
6440,1.4343520980118636e-06,2.1343520980118635e-06,7
6441,1.1297152381536102e-06,1.8297152381536103e-06,7
6442,4.132381224764309e-06,3.3323812247643093e-06,15
6443,2.1964062506412957e-06,2.496406250641296e-06,3
6444,3.5356030570167603e-06,2.7356030570167603e-06,15
6445,4.761470512195879e-06,3.961470512195879e-06,15
6446,2.489143492507793e-06,2.489143492507793e-06,0
6447,3.6992624522715758e-06,2.899262452271576e-06,15
6448,2.653011507187263e-06,2.4530115071872633e-06,9
6449,2.768894333058137e-06,2.468894333058137e-06,10
6450,1.1524340652575238e-06,1.852434065257524e-06,7
6451,4.660628666380856e-06,3.860628666380856e-06,15
6452,1.3896905562239854e-06,2.0896905562239853e-06,7
6453,1.5593441530107692e-06,2.2593441530107693e-06,7
6454,3.866638404392831e-06,3.0666384043928314e-06,15
6455,1.1336794276322824e-06,1.8336794276322825e-06,7
6456,1.1915177188437078e-06,1.8915177188437076e-06,7
6457,3.1078257713933025e-06,2.5078257713933023e-06,13
6458,2.963799772043583e-06,2.4637997720435833e-06,12
6459,4.912898682571919e-06,4.112898682571919e-06,15
6460,1.4402163204157014e-06,2.1402163204157015e-06,7
6461,4.668974549368272e-06,3.868974549368272e-06,15
6462,1.1193396291741236e-06,1.8193396291741235e-06,7
6463,2.6413502004309013e-06,2.5413502004309014e-06,8
6464,3.560936151210433e-06,2.760936151210433e-06,15
6465,3.046783099673181e-06,2.5467830996731812e-06,12
6466,3.4747272418367745e-06,2.6747272418367746e-06,15
6467,3.925519753450001e-06,3.1255197534500014e-06,15
6468,1.920374580730123e-06,2.520374580730123e-06,6
6469,3.794317251916434e-06,2.994317251916434e-06,15
6470,3.847713602659882e-06,3.0477136026598823e-06,15
6471,3.207287458779133e-06,2.507287458779133e-06,14
6472,2.6289603813209585e-06,2.5289603813209586e-06,8
6473,2.55624202299742e-06,2.4562420229974203e-06,8
6474,3.2889312707444828e-06,2.488931270744483e-06,15
6475,2.6356775002500722e-06,2.5356775002500723e-06,8
6476,2.9165104366073032e-06,2.5165104366073033e-06,11
6477,3.825442921904718e-06,3.0254429219047185e-06,15
6478,4.474328041037912e-06,3.6743280410379124e-06,15
6479,1.1979728266763479e-06,1.897972826676348e-06,7
6480,1.481112370155325e-06,2.181112370155325e-06,7
6481,4.651769017929763e-06,3.851769017929763e-06,15
6482,2.1955941637724164e-06,2.4955941637724165e-06,3
6483,3.5711670923547097e-06,2.7711670923547098e-06,15
6484,3.3275523734952814e-06,2.5275523734952814e-06,15
6485,2.2614596899975093e-06,2.461459689997509e-06,2
6486,1.3647860020989918e-06,2.064786002098992e-06,7
6487,3.476794838851233e-06,2.676794838851233e-06,15
6488,3.3725181579739193e-06,2.5725181579739194e-06,15
6489,4.79346005194614e-06,3.99346005194614e-06,15
6490,2.8573294053573086e-06,2.4573294053573086e-06,11
6491,4.232256861619167e-06,3.432256861619167e-06,15
6492,1.3985829003015046e-06,2.0985829003015047e-06,7
6493,2.7979869153616143e-06,2.497986915361614e-06,10
6494,1.8945495958808705e-06,2.4945495958808702e-06,6
6495,4.984074083852636e-06,4.184074083852636e-06,15
6496,3.3711028553015104e-06,2.5711028553015104e-06,15
6497,2.6419664041065584e-06,2.5419664041065585e-06,8
6498,2.978473316426213e-06,2.4784733164262133e-06,12
6499,2.249707473390612e-06,2.549707473390612e-06,3
6500,4.177151649557841e-06,3.3771516495578414e-06,15
6501,3.8047370202379563e-06,3.0047370202379564e-06,15
6502,1.614374255524595e-06,2.314374255524595e-06,7
6503,3.2326559966245077e-06,2.5326559966245076e-06,14
6504,3.270904537685194e-06,2.470904537685194e-06,15
6505,1.981333031181652e-06,2.481333031181652e-06,5
6506,2.9565216261674e-06,2.4565216261674e-06,12
6507,3.678908781998473e-06,2.878908781998473e-06,15
6508,1.5417105066559791e-06,2.241710506655979e-06,7
6509,1.937606760728965e-06,2.537606760728965e-06,6
6510,2.651509022155064e-06,2.451509022155064e-06,9
6511,1.7429970946509115e-06,2.4429970946509114e-06,7
6512,2.710023682328037e-06,2.510023682328037e-06,9
6513,4.566794649617299e-06,3.7667946496172995e-06,15
6514,1.0744371016828022e-06,1.7744371016828023e-06,7
6515,1.8282176385828253e-06,2.528217638582825e-06,7
6516,3.7066569100288264e-06,2.9066569100288265e-06,15
6517,2.7840230705079555e-06,2.4840230705079554e-06,10
6518,1.8137889718207375e-06,2.5137889718207375e-06,7
6519,2.5602969584127253e-06,2.4602969584127254e-06,8
6520,2.4320913470112677e-06,2.5320913470112676e-06,1
6521,2.77268761872348e-06,2.47268761872348e-06,10
6522,3.316026685699365e-06,2.516026685699365e-06,15
6523,4.508288223224903e-06,3.7082882232249032e-06,15
6524,4.441371873826706e-06,3.641371873826706e-06,15
6525,2.4971945108078566e-06,2.4971945108078566e-06,0
6526,1.1939108750618631e-06,1.893910875061863e-06,7
6527,3.1910413137540557e-06,2.4910413137540556e-06,14
6528,3.3165816979272297e-06,2.5165816979272298e-06,15
6529,4.596511683277612e-06,3.7965116832776118e-06,15
6530,1.557796050616767e-06,2.257796050616767e-06,7
6531,2.0264243800509703e-06,2.52642438005097e-06,5
6532,3.449122649154763e-06,2.649122649154763e-06,15
6533,3.7140173711834876e-06,2.9140173711834876e-06,15
6534,3.545157581308777e-06,2.745157581308777e-06,15
6535,4.983433771794308e-06,4.183433771794308e-06,15
6536,3.5962071118183554e-06,2.7962071118183555e-06,15
6537,2.3981334969341117e-06,2.4981334969341116e-06,1
6538,2.3780593719042672e-06,2.478059371904267e-06,1
6539,2.8266534735135765e-06,2.5266534735135764e-06,10
6540,2.4255014477523725e-06,2.5255014477523724e-06,1
6541,2.940099855522704e-06,2.540099855522704e-06,11
6542,1.7617587839882904e-06,2.4617587839882905e-06,7
6543,3.812867401262451e-06,3.012867401262451e-06,15
6544,1.9829479707347005e-06,2.4829479707347004e-06,5
6545,1.1977573809363356e-06,1.8977573809363355e-06,7
6546,2.4344877526307e-06,2.5344877526307e-06,1
6547,3.913017975320397e-06,3.113017975320397e-06,15
6548,4.8177888101035164e-06,4.0177888101035165e-06,15
6549,3.87305012331449e-06,3.0730501233144897e-06,15
6550,3.6087089605595772e-06,2.8087089605595773e-06,15
6551,2.2774034638592768e-06,2.4774034638592765e-06,2
6552,3.815243283294798e-06,3.015243283294798e-06,15
6553,3.175458499611766e-06,2.475458499611766e-06,14
6554,1.1836600631048064e-06,1.8836600631048063e-06,7
6555,3.060975695305398e-06,2.460975695305398e-06,13
6556,3.0816841461060633e-06,2.481684146106063e-06,13
6557,2.1971311578812335e-06,2.4971311578812336e-06,3
6558,3.0850787541037168e-06,2.4850787541037166e-06,13
6559,1.30249796923624e-06,2.00249796923624e-06,7
6560,3.480811298126412e-06,2.680811298126412e-06,15
6561,3.1581349360465546e-06,2.4581349360465545e-06,14
6562,3.3462130978121257e-06,2.5462130978121257e-06,15
6563,1.6216515218677762e-06,2.3216515218677763e-06,7
6564,1.4409730352917812e-06,2.1409730352917813e-06,7
6565,3.799867336846295e-06,2.999867336846295e-06,15
6566,2.432115849602317e-06,2.5321158496023167e-06,1
6567,1.9293814485742e-06,2.5293814485741997e-06,6
6568,1.37820012296568e-06,2.07820012296568e-06,7
6569,4.529424207011483e-06,3.729424207011483e-06,15
6570,3.917967209643776e-06,3.117967209643776e-06,15
6571,4.0435951930582915e-06,3.2435951930582915e-06,15
