Corriente inicial (A),Corriente final (A),Valor del registro 1,Valor del registro 2
2.415824303662718e-06,2.515824303662718e-06,1,-1
2.0719428388798624e-06,2.471942838879862e-06,4,-1
2.185710621265607e-06,2.4857106212656067e-06,3,-1
3.878987529860918e-06,2.4789875298609195e-06,15,13
3.17363309868966e-06,2.473633098689661e-06,14,-1
2.8569241455827467e-06,2.456924145582747e-06,11,-1
2.363636316100008e-06,2.463636316100008e-06,1,-1
1.5083007263065157e-06,2.5083007263065146e-06,7,3
2.6393325602607297e-06,2.53933256026073e-06,8,-1
3.705996703595915e-06,2.5059967035959163e-06,15,11
1.1564939812333761e-06,2.4564939812333747e-06,7,6
2.0327325968751194e-06,2.532732596875119e-06,5,-1
3.5833543351602403e-06,2.4833543351602415e-06,15,10
2.278589083435948e-06,2.4785890834359477e-06,2,-1
1.963895265797829e-06,2.4638952657978283e-06,5,-1
3.462754349771917e-06,2.462754349771918e-06,15,9
3.940164814239547e-06,2.540164814239549e-06,15,13
4.263847019149984e-06,2.663847019149986e-06,15,15
1.1879519174161704e-06,2.487951917416169e-06,7,6
4.970812966031092e-06,3.3708129660310935e-06,15,15
1.5692496278268156e-06,2.469249627826815e-06,7,2
1.8878612846375106e-06,2.48786128463751e-06,6,-1
1.389708896100515e-06,2.4897088961005137e-06,7,4
1.2195472851304706e-06,2.5195472851304694e-06,7,6
1.4469583614364e-06,2.546958361436399e-06,7,4
3.216497540845667e-06,2.516497540845668e-06,14,-1
3.7506479467865753e-06,2.4506479467865768e-06,15,12
3.3295551753164142e-06,2.529555175316415e-06,15,7
1.1979789971658037e-06,2.4979789971658025e-06,7,6
4.989993354775668e-06,3.3899933547756695e-06,15,15
1.0718948963434242e-06,2.471894896343423e-06,7,7
1.3191857526733406e-06,2.5191857526733395e-06,7,5
3.492953304554912e-06,2.492953304554913e-06,15,9
1.5702303206304827e-06,2.4702303206304817e-06,7,2
2.413070785057727e-06,2.513070785057727e-06,1,-1
4.2635104487733145e-06,2.6635104487733163e-06,15,15
4.417701190098203e-06,2.8177011900982046e-06,15,15
2.1000673064465255e-06,2.500067306446525e-06,4,-1
2.6916608945556915e-06,2.4916608945556918e-06,9,-1
3.087034446806953e-06,2.4870344468069538e-06,13,-1
1.9042857887633101e-06,2.5042857887633097e-06,6,-1
4.60363863755311e-06,3.0036386375531115e-06,15,15
4.237337655119169e-06,2.637337655119171e-06,15,15
1.7048944544114348e-06,2.504894454411434e-06,7,1
2.7044845121886815e-06,2.5044845121886817e-06,9,-1
4.263552993370573e-06,2.6635529933705746e-06,15,15
1.3292222357347771e-06,2.529222235734776e-06,7,5
1.5947230593042026e-06,2.4947230593042016e-06,7,2
2.425372376337087e-06,2.525372376337087e-06,1,-1
2.2413225190784413e-06,2.541322519078441e-06,3,-1
3.556463903882337e-06,2.4564639038823383e-06,15,10
1.6769993757690786e-06,2.4769993757690777e-06,7,1
2.856185374616714e-06,2.4561853746167145e-06,11,-1
4.691051063776119e-06,3.091051063776121e-06,15,15
1.4790509531217678e-06,2.479050953121767e-06,7,3
1.7225004875717631e-06,2.5225004875717622e-06,7,1
1.163172146343438e-06,2.4631721463434367e-06,7,6
2.2289825251711864e-06,2.528982525171186e-06,3,-1
4.5240755760504196e-06,2.9240755760504213e-06,15,15
2.5939576170095714e-06,2.4939576170095715e-06,8,-1
1.7339772188784295e-06,2.5339772188784286e-06,7,1
2.8931294256164064e-06,2.493129425616407e-06,11,-1
3.1827229177285865e-06,2.4827229177285872e-06,14,-1
1.001817945930779e-06,2.4018179459307776e-06,7,7
4.226730491001024e-06,2.626730491001026e-06,15,15
1.922572822767544e-06,2.5225728227675432e-06,6,-1
2.586430087289425e-06,2.4864300872894252e-06,8,-1
1.8055735378715738e-06,2.505573537871573e-06,7,0
1.997481355478526e-06,2.4974813554785254e-06,5,-1
2.6524975573039044e-06,2.4524975573039046e-06,9,-1
1.0278170811615298e-06,2.4278170811615282e-06,7,7
3.4043817273573237e-06,2.5043817273573247e-06,15,8
1.6996990273562413e-06,2.4996990273562404e-06,7,1
1.2123347007248428e-06,2.5123347007248414e-06,7,6
4.221938648835556e-06,2.621938648835558e-06,15,15
3.487770425189979e-06,2.48777042518998e-06,15,9
3.489167272353788e-06,2.4891672723537892e-06,15,9
2.4084928478074476e-06,2.5084928478074475e-06,1,-1
2.3317107592689785e-06,2.5317107592689783e-06,2,-1
1.1438051005069346e-06,2.543805100506933e-06,7,7
3.87466085065654e-06,2.4746608506565414e-06,15,13
4.45641878107826e-06,2.856418781078262e-06,15,15
4.301642237635296e-06,2.701642237635298e-06,15,15
2.3793197755148254e-06,2.4793197755148253e-06,1,-1
2.2289728462837363e-06,2.528972846283736e-06,3,-1
4.666214434511002e-06,3.066214434511004e-06,15,15
2.380990281818534e-06,2.480990281818534e-06,1,-1
2.110433065020665e-06,2.5104330650206648e-06,4,-1
1.0682612602232466e-06,2.468261260223245e-06,7,7
1.1363831866210291e-06,2.536383186621028e-06,7,7
2.3072710807579666e-06,2.5072710807579664e-06,2,-1
2.4839232774871012e-06,2.4839232774871012e-06,0,0
1.386035334782049e-06,2.486035334782048e-06,7,4
1.772480895916048e-06,2.4724808959160474e-06,7,0
1.7933168214704486e-06,2.493316821470448e-06,7,0
1.5379334816203529e-06,2.5379334816203518e-06,7,3
4.4801697133255084e-06,2.8801697133255102e-06,15,15
1.6455764121692469e-06,2.545576412169246e-06,7,2
3.031429521283298e-06,2.5314295212832985e-06,12,-1
3.428640308246034e-06,2.528640308246035e-06,15,8
4.075194613727328e-06,2.4751946137273297e-06,15,15
1.684872758452049e-06,2.484872758452048e-06,7,1
3.472303757175328e-06,2.472303757175329e-06,15,9
2.683799593337184e-06,2.4837995933371843e-06,9,-1
2.388516895290069e-06,2.488516895290069e-06,1,-1
2.4010226014958625e-06,2.5010226014958624e-06,1,-1
1.2857001603627105e-06,2.485700160362709e-06,7,5
4.522197906702208e-06,2.9221979067022093e-06,15,15
4.154012165602957e-06,2.554012165602959e-06,15,15
4.748442522321265e-06,3.148442522321267e-06,15,15
4.009508229767628e-06,2.50950822976763e-06,15,14
2.3822572914515476e-06,2.4822572914515475e-06,1,-1
4.627362954152849e-06,3.0273629541528506e-06,15,15
1.399502335528596e-06,2.4995023355285948e-06,7,4
4.993202829812894e-06,3.3932028298128958e-06,15,15
1.2743709560165787e-06,2.4743709560165774e-06,7,5
3.3671902751136635e-06,2.4671902751136645e-06,15,8
4.596890820691732e-06,2.996890820691734e-06,15,15
3.851658057870311e-06,2.4516580578703123e-06,15,13
1.3120936172693867e-06,2.5120936172693854e-06,7,5
1.7056668530254313e-06,2.5056668530254304e-06,7,1
3.507632663060871e-06,2.507632663060872e-06,15,9
3.62113998497586e-06,2.5211399849758612e-06,15,10
2.934326175975669e-06,2.5343261759756695e-06,11,-1
4.812497801168763e-06,3.2124978011687647e-06,15,15
3.7856345566706394e-06,2.485634556670641e-06,15,12
4.131692209591082e-06,2.531692209591084e-06,15,15
2.795872162687452e-06,2.4958721626874525e-06,10,-1
4.854930642978307e-06,3.2549306429783086e-06,15,15
4.192334328047317e-06,2.5923343280473184e-06,15,15
3.6379689979171866e-06,2.5379689979171878e-06,15,10
1.8215037279884018e-06,2.521503727988401e-06,7,0
2.691783940865638e-06,2.4917839408656382e-06,9,-1
4.250029382804494e-06,2.650029382804496e-06,15,15
3.398331860210049e-06,2.49833186021005e-06,15,8
2.4867193643909834e-06,2.4867193643909834e-06,0,0
1.3192083890838284e-06,2.5192083890838272e-06,7,5
3.402695093978424e-06,2.502695093978425e-06,15,8
1.2136390985174504e-06,2.513639098517449e-06,7,6
1.1871280945837909e-06,2.4871280945837894e-06,7,6
3.227095357392742e-06,2.527095357392743e-06,14,-1
2.484516406582846e-06,2.484516406582846e-06,0,0
2.719491693560106e-06,2.519491693560106e-06,9,-1
4.52923624352201e-06,2.929236243522012e-06,15,15
4.825586206999768e-06,3.22558620699977e-06,15,15
1.444615580238457e-06,2.544615580238456e-06,7,4
4.158488437698894e-06,2.558488437698896e-06,15,15
4.970667108016495e-06,3.370667108016497e-06,15,15
3.154598488507945e-06,2.454598488507946e-06,14,-1
1.0569014356348597e-06,2.4569014356348583e-06,7,7
2.5722924915327963e-06,2.4722924915327964e-06,8,-1
4.23141671028062e-06,2.6314167102806218e-06,15,15
3.0659290198699266e-06,2.4659290198699273e-06,13,-1
1.0966252469510707e-06,2.496625246951069e-06,7,7
1.540739657954707e-06,2.540739657954706e-06,7,3
3.0645158155562037e-06,2.4645158155562044e-06,13,-1
4.616331010160619e-06,3.016331010160621e-06,15,15
1.7189429966293254e-06,2.5189429966293246e-06,7,1
4.882923033542422e-06,3.282923033542424e-06,15,15
2.1713654386267606e-06,2.4713654386267603e-06,3,-1
4.7815602207966415e-06,3.1815602207966432e-06,15,15
1.6041380007432223e-06,2.5041380007432215e-06,7,2
2.35106369106741e-06,2.45106369106741e-06,1,-1
1.8078285794624432e-06,2.5078285794624427e-06,7,0
2.413621772580674e-06,2.513621772580674e-06,1,-1
3.250964741860148e-06,2.450964741860149e-06,15,7
4.3667751995279656e-06,2.7667751995279673e-06,15,15
3.7664096633985485e-06,2.46640966339855e-06,15,12
1.2014902298462919e-06,2.5014902298462907e-06,7,6
4.6327076579567956e-06,3.0327076579567973e-06,15,15
1.6505925555500091e-06,2.4505925555500082e-06,7,1
2.7891971302774176e-06,2.489197130277418e-06,10,-1
4.535753568793112e-06,2.9357535687931134e-06,15,15
1.9886952332377965e-06,2.488695233237796e-06,5,-1
2.308127738597119e-06,2.5081277385971186e-06,2,-1
2.2691344370005136e-06,2.4691344370005134e-06,2,-1
2.412162242501676e-06,2.512162242501676e-06,1,-1
1.40779422468121e-06,2.507794224681209e-06,7,4
3.4699261620515456e-06,2.4699261620515467e-06,15,9
1.2003870592697429e-06,2.5003870592697414e-06,7,6
4.6684967594001605e-06,3.0684967594001622e-06,15,15
1.7966741309973676e-06,2.496674130997367e-06,7,0
3.1712409375827654e-06,2.471240937582766e-06,14,-1
4.03119916021226e-06,2.5311991602122613e-06,15,14
4.221590044204021e-06,2.6215900442040226e-06,15,15
4.526311788775824e-06,2.9263117887758257e-06,15,15
4.6679493727473784e-06,3.06794937274738e-06,15,15
3.963658227309484e-06,2.4636582273094855e-06,15,14
1.2816578355742627e-06,2.4816578355742616e-06,7,5
4.172152176818373e-06,2.572152176818375e-06,15,15
4.17388771094808e-06,2.573887710948082e-06,15,15
4.770943335357954e-06,3.170943335357956e-06,15,15
4.691926355188128e-06,3.0919263551881294e-06,15,15
2.808290977858983e-06,2.5082909778589833e-06,10,-1
3.777592040820443e-06,2.4775920408204443e-06,15,12
2.6497703464510512e-06,2.5497703464510513e-06,8,-1
2.782476558342491e-06,2.4824765583424912e-06,10,-1
1.0600093834630973e-06,2.4600093834630958e-06,7,7
4.699278432686158e-06,3.09927843268616e-06,15,15
2.9199112374321873e-06,2.5199112374321878e-06,11,-1
1.0010960313494624e-06,2.401096031349461e-06,7,7
2.416865693639854e-06,2.5168656936398537e-06,1,-1
4.4466641261248355e-06,2.8466641261248373e-06,15,15
1.975474954235877e-06,2.4754749542358765e-06,5,-1
3.017137053783579e-06,2.5171370537835796e-06,12,-1
4.874736241366637e-06,3.274736241366639e-06,15,15
3.8387056276977285e-06,2.53870562769773e-06,15,12
4.221116474555899e-06,2.6211164745559006e-06,15,15
2.7802254039671312e-06,2.4802254039671315e-06,10,-1
4.047798249802578e-06,2.5477982498025793e-06,15,14
4.508639677773478e-06,2.9086396777734794e-06,15,15
3.806691911027074e-06,2.5066919110270755e-06,15,12
3.588345531274819e-06,2.4883455312748203e-06,15,10
3.9941285669641286e-06,2.4941285669641302e-06,15,14
3.151475651580267e-06,2.4514756515802676e-06,14,-1
3.2189145940792086e-06,2.5189145940792094e-06,14,-1
4.383729055472193e-06,2.7837290554721948e-06,15,15
3.3230823511919068e-06,2.5230823511919077e-06,15,7
4.442832566104044e-06,2.842832566104046e-06,15,15
4.1517507989123835e-06,2.5517507989123852e-06,15,15
2.1442563475486598e-06,2.5442563475486593e-06,4,-1
3.150394716322131e-06,2.450394716322132e-06,14,-1
2.2143092179777077e-06,2.5143092179777074e-06,3,-1
4.313681150209202e-06,2.713681150209204e-06,15,15
2.03801981910676e-06,2.5380198191067593e-06,5,-1
1.110236162515454e-06,2.5102361625154524e-06,7,7
3.7885249439306086e-06,2.48852494393061e-06,15,12
2.0517181107529352e-06,2.451718110752935e-06,4,-1
1.3668660476846611e-06,2.46686604768466e-06,7,4
2.1803116868009585e-06,2.480311686800958e-06,3,-1
2.0808239257368085e-06,2.480823925736808e-06,4,-1
2.4290265082010284e-06,2.5290265082010283e-06,1,-1
4.710968817216601e-06,3.1109688172166026e-06,15,15
2.9258434776737656e-06,2.525843477673766e-06,11,-1
3.2178185328388445e-06,2.5178185328388453e-06,14,-1
1.8492515106540364e-06,2.5492515106540356e-06,7,0
3.629186702335366e-06,2.529186702335367e-06,15,10
3.914572724660625e-06,2.5145727246606266e-06,15,13
3.2805777708104877e-06,2.4805777708104886e-06,15,7
1.2737821192226257e-06,2.4737821192226244e-06,7,5
2.0092338457026494e-06,2.509233845702649e-06,5,-1
4.152984146980468e-06,2.55298414698047e-06,15,15
4.666975460216743e-06,3.0669754602167447e-06,15,15
3.5123663556024425e-06,2.5123663556024436e-06,15,9
1.3727394324592531e-06,2.472739432459252e-06,7,4
1.1152014339676696e-06,2.5152014339676683e-06,7,7
3.8303754311185526e-06,2.530375431118554e-06,15,12
2.667201017144897e-06,2.4672010171448973e-06,9,-1
4.189002212274832e-06,2.5890022122748335e-06,15,15
2.7294519291160684e-06,2.5294519291160686e-06,9,-1
2.9677497558724623e-06,2.467749755872463e-06,12,-1
2.677990740338141e-06,2.477990740338141e-06,9,-1
3.085466575606854e-06,2.485466575606855e-06,13,-1
3.1027921933095314e-06,2.502792193309532e-06,13,-1
3.977991807628719e-06,2.4779918076287206e-06,15,14
2.8040444728374006e-06,2.504044472837401e-06,10,-1
1.7219622356057896e-06,2.5219622356057887e-06,7,1
2.258282068773601e-06,2.4582820687736007e-06,2,-1
4.437034357159244e-06,2.8370343571592457e-06,15,15
4.923686681566302e-06,3.3236866815663037e-06,15,15
4.080023273486455e-06,2.480023273486457e-06,15,15
3.928091541480234e-06,2.5280915414802356e-06,15,13
3.8240453557766035e-06,2.524045355776605e-06,15,12
4.527472717069466e-06,2.927472717069468e-06,15,15
3.042602622584196e-06,2.5426026225841965e-06,12,-1
1.037397585035484e-06,2.4373975850354824e-06,7,7
4.117502932917979e-06,2.5175029329179805e-06,15,15
2.6337489425154083e-06,2.5337489425154084e-06,8,-1
3.0290102481059774e-06,2.529010248105978e-06,12,-1
2.216187699620491e-06,2.5161876996204907e-06,3,-1
4.258086744920565e-06,2.6580867449205666e-06,15,15
4.48643036125009e-06,2.886430361250092e-06,15,15
2.1079746401179937e-06,2.5079746401179933e-06,4,-1
1.3686204687718376e-06,2.4686204687718364e-06,7,4
2.15016200236164e-06,2.4501620023616397e-06,3,-1
1.6482013265727562e-06,2.548201326572755e-06,7,2
3.7415789981017703e-06,2.5415789981017716e-06,15,11
2.5018239334137856e-06,2.5018239334137856e-06,0,0
4.985489507131068e-06,3.38548950713107e-06,15,15
1.7506993072435507e-06,2.45069930724355e-06,7,0
2.928597087685089e-06,2.5285970876850895e-06,11,-1
1.9898458456483666e-06,2.489845845648366e-06,5,-1
1.550767467301371e-06,2.4507674673013702e-06,7,2
1.4694791548118972e-06,2.469479154811896e-06,7,3
4.362649900605433e-06,2.7626499006054344e-06,15,15
1.0685825554647085e-06,2.468582555464707e-06,7,7
1.6311622524972524e-06,2.5311622524972514e-06,7,2
3.062661830257942e-06,2.4626618302579427e-06,13,-1
1.956396408988436e-06,2.4563964089884353e-06,5,-1
3.886591173336903e-06,2.486591173336905e-06,15,13
3.831572585269001e-06,2.531572585269003e-06,15,12
1.1354269824543838e-06,2.5354269824543825e-06,7,7
3.642521258427013e-06,2.5425212584270143e-06,15,10
2.249993397134011e-06,2.5499933971340106e-06,3,-1
4.946378865790512e-06,3.3463788657905136e-06,15,15
1.9173691036072793e-06,2.5173691036072787e-06,6,-1
2.8504297844352956e-06,2.450429784435296e-06,11,-1
4.814442085576116e-06,3.214442085576118e-06,15,15
4.121886162906085e-06,2.521886162906087e-06,15,15
2.4783713311804842e-06,2.4783713311804842e-06,0,0
1.0264666343912387e-06,2.426466634391237e-06,7,7
1.8654413235084358e-06,2.465441323508435e-06,6,-1
4.829838873550193e-06,3.229838873550195e-06,15,15
1.7549260461272228e-06,2.454926046127222e-06,7,0
4.016551714039212e-06,2.516551714039214e-06,15,14
4.0387747671016844e-06,2.538774767101686e-06,15,14
4.788086255880329e-06,3.1880862558803305e-06,15,15
1.5739514610037181e-06,2.473951461003717e-06,7,2
4.051490379632807e-06,2.451490379632809e-06,15,15
3.028493907263872e-06,2.5284939072638724e-06,12,-1
1.3557471867436774e-06,2.455747186743676e-06,7,4
2.0225457713230726e-06,2.522545771323072e-06,5,-1
3.845635532528081e-06,2.5456355325280822e-06,15,12
4.5722800849959655e-06,2.9722800849959673e-06,15,15
1.854845217921295e-06,2.4548452179212942e-06,6,-1
1.8083597510557228e-06,2.5083597510557223e-06,7,0
3.885101005802228e-06,2.4851010058022294e-06,15,13
4.302998276793006e-06,2.702998276793008e-06,15,15
1.0984707013390072e-06,2.4984707013390057e-06,7,7
2.360067320609794e-06,2.460067320609794e-06,1,-1
1.6873215056961333e-06,2.4873215056961326e-06,7,1
1.8081300219181617e-06,2.508130021918161e-06,7,0
2.6675902668180455e-06,2.4675902668180457e-06,9,-1
2.336135165460801e-06,2.536135165460801e-06,2,-1
2.5039510371947856e-06,2.5039510371947856e-06,0,0
3.478563802935202e-06,2.478563802935203e-06,15,9
3.352924566283713e-06,2.452924566283714e-06,15,8
4.367851437802198e-06,2.7678514378021996e-06,15,15
3.005443759864383e-06,2.5054437598643834e-06,12,-1
3.067679047644317e-06,2.4676790476443176e-06,13,-1
1.3321572383363668e-06,2.5321572383363654e-06,7,5
2.9745788012291816e-06,2.474578801229182e-06,12,-1
2.943053197439148e-06,2.5430531974391483e-06,11,-1
1.2048238527507435e-06,2.504823852750742e-06,7,6
4.170757489756846e-06,2.570757489756848e-06,15,15
3.087788664614342e-06,2.4877886646143425e-06,13,-1
1.652354159503608e-06,2.452354159503607e-06,7,1
4.237300335148258e-06,2.6373003351482598e-06,15,15
3.96920799861852e-06,2.4692079986185217e-06,15,14
1.67058136610525e-06,2.4705813661052494e-06,7,1
4.2284903772623206e-06,2.6284903772623223e-06,15,15
3.943991734444196e-06,2.543991734444197e-06,15,13
1.1049359593353131e-06,2.5049359593353116e-06,7,7
2.2617455543888247e-06,2.4617455543888245e-06,2,-1
4.572908792167279e-06,2.972908792167281e-06,15,15
4.824964418157773e-06,3.224964418157775e-06,15,15
2.1845300291606084e-06,2.484530029160608e-06,3,-1
2.919610880816703e-06,2.5196108808167033e-06,11,-1
1.9884827666292253e-06,2.4884827666292247e-06,5,-1
2.4498675942163432e-06,2.549867594216343e-06,1,-1
1.4319140211932933e-06,2.5319140211932923e-06,7,4
3.6657988292377253e-06,2.4657988292377266e-06,15,11
3.064433897896761e-06,2.4644338978967615e-06,13,-1
3.53968837779379e-06,2.539688377793791e-06,15,9
4.2632355192342214e-06,2.663235519234223e-06,15,15
1.2606156321978985e-06,2.460615632197897e-06,7,5
3.199660842568471e-06,2.4996608425684718e-06,14,-1
1.03194707803949e-06,2.4319470780394885e-06,7,7
4.0173134431343574e-06,2.517313443134359e-06,15,14
1.3107391209815397e-06,2.5107391209815384e-06,7,5
3.2145850454740796e-06,2.5145850454740804e-06,14,-1
3.227804056167446e-06,2.5278040561674466e-06,14,-1
2.9102116730954513e-06,2.5102116730954517e-06,11,-1
4.659083007054637e-06,3.0590830070546387e-06,15,15
1.2343455293553198e-06,2.5343455293553184e-06,7,6
2.17083988057082e-06,2.4708398805708197e-06,3,-1
3.1577378099571867e-06,2.4577378099571875e-06,14,-1
1.6585735016458614e-06,2.4585735016458605e-06,7,1
4.5356604889182086e-06,2.9356604889182103e-06,15,15
1.5989192194819503e-06,2.4989192194819493e-06,7,2
2.4083620183195916e-06,2.5083620183195915e-06,1,-1
